Eleclectrode_Positions_2.0
Electrode#	Time	X	Y	Z
15	674	10.2389	113.373	96.7602	
15	691	10.2088	113.444	96.7637	
15	708	10.2264	113.484	96.6954	
15	724	10.1361	113.576	96.7608	
15	741	10.0775	113.636	96.7247	
15	758	10.1225	113.681	96.7042	
15	774	10.1063	113.737	96.6681	
15	791	10.0709	113.808	96.7091	
15	808	10.0502	113.843	96.69	
15	824	10.0515	113.91	96.6426	
15	841	10.008	113.955	96.663	
15	858	9.97071	114.049	96.6655	
15	874	9.94655	114.068	96.6582	
15	891	9.89639	114.163	96.6765	
15	908	9.89056	114.171	96.6311	
15	924	9.87159	114.25	96.6518	
15	941	9.82442	114.283	96.6611	
15	958	9.82005	114.311	96.6233	
15	974	9.82305	114.345	96.6665	
15	991	9.76049	114.421	96.5903	
15	1008	9.69615	114.469	96.6453	
15	1024	9.73801	114.479	96.6031	
15	1041	9.69714	114.527	96.6125	
15	1058	9.69473	114.582	96.65	
15	1074	9.6356	114.591	96.6661	
15	1091	9.66247	114.624	96.6165	
15	1108	9.63894	114.677	96.6819	
15	1124	9.66961	114.717	96.6824	
15	1141	9.63582	114.77	96.7135	
15	1158	9.63907	114.767	96.6824	
15	1174	9.60971	114.781	96.7111	
15	1191	9.64172	114.798	96.6767	
15	1208	9.65685	114.795	96.6997	
15	1224	9.63449	114.827	96.7142	
15	1241	9.612	114.845	96.7395	
15	1258	9.648	114.847	96.7258	
15	1274	9.61698	114.881	96.7549	
15	1291	9.63269	114.886	96.7299	
15	1308	9.64181	114.896	96.7781	
15	1324	9.66795	114.905	96.7424	
15	1341	9.68378	114.914	96.7243	
15	1358	9.66966	114.93	96.7597	
15	1374	9.69576	114.936	96.7397	
15	1391	9.70935	114.939	96.732	
15	1408	9.70196	114.96	96.7198	
15	1424	9.65504	114.995	96.7211	
15	1441	9.69644	114.993	96.7677	
15	1458	9.65161	115.017	96.7276	
15	1474	9.66541	115.026	96.7361	
15	1491	9.66905	115.054	96.7037	
15	1508	9.59409	115.059	96.7201	
15	1524	9.64077	115.074	96.7329	
15	1541	9.59072	115.093	96.7055	
15	1558	9.56301	115.115	96.717	
15	1574	9.61586	115.123	96.6872	
15	1591	9.54505	115.147	96.748	
15	1608	9.52781	115.163	96.6948	
15	1624	9.56802	115.181	96.7068	
15	1641	9.52069	115.194	96.7252	
15	1658	9.5299	115.219	96.7068	
15	1674	9.56831	115.205	96.6814	
15	1691	9.52095	115.236	96.7375	
15	1708	9.54179	115.232	96.6968	
15	1724	9.55063	115.235	96.7306	
15	1741	9.58852	115.233	96.7051	
15	1758	9.58738	115.233	96.7336	
15	1774	9.53016	115.249	96.7485	
15	1791	9.56127	115.24	96.7604	
15	1808	9.57457	115.216	96.7247	
15	1824	9.56497	115.21	96.7514	
15	1841	9.54225	115.197	96.7678	
15	1858	9.53488	115.179	96.7314	
15	1874	9.53365	115.147	96.7014	
15	1891	9.54338	115.113	96.674	
15	1908	9.52566	115.084	96.6616	
15	1924	9.51632	115.024	96.604	
15	1941	9.50646	114.973	96.5814	
15	1958	9.49608	114.91	96.4982	
15	1974	9.5172	114.952	96.5263	
15	1991	9.49825	114.76	96.4132	
15	2008	9.57239	114.782	96.326	
15	2024	9.56978	114.691	96.2391	
15	2041	9.47262	114.587	96.2093	
15	2058	9.47439	114.369	96.0704	
15	2074	9.43608	114.272	95.9997	
15	2091	9.42274	114.15	95.9351	
15	2108	9.3658	114.011	95.828	
15	2124	9.33852	113.815	95.6337	
15	2141	9.27346	113.668	95.5448	
15	2158	9.23963	113.474	95.3882	
15	2174	9.19406	113.317	95.2642	
15	2191	9.13452	113.125	95.125	
15	2208	9.05677	112.875	94.9728	
15	2224	9.04453	112.675	94.7847	
15	2241	8.96061	112.43	94.6212	
15	2258	8.90476	112.185	94.439	
15	2274	8.84789	111.921	94.2748	
15	2291	8.75638	111.604	94.0827	
15	2308	8.61789	111.265	93.8691	
15	2324	8.55171	111.005	93.7183	
15	2341	8.44419	110.708	93.5297	
15	2358	8.35129	110.4	93.3549	
15	2374	8.22158	110.071	93.1466	
15	2391	8.06102	109.782	92.9565	
15	2408	7.98142	109.337	92.7868	
15	2424	7.81808	109.024	92.6022	
15	2441	7.69603	108.636	92.4069	
15	2458	7.56568	108.272	92.2107	
15	2474	7.41912	107.896	92.033	
15	2491	7.29675	107.496	91.9124	
15	2508	7.19083	106.999	91.6597	
16	8	11.2378	112.499	94.5769	
16	-9	11.2961	112.465	94.5671	
16	24	11.2398	112.519	94.5474	
16	41	11.1835	112.569	94.5527	
16	58	11.1575	112.565	94.5212	
16	74	11.1106	112.612	94.5265	
16	91	11.1143	112.636	94.506	
16	108	11.1106	112.647	94.5011	
16	124	11.096	112.686	94.4828	
16	141	11.0528	112.752	94.4788	
16	158	11.0178	112.772	94.4879	
16	174	11.0354	112.845	94.5175	
16	191	11.0256	112.856	94.4979	
16	208	11.0089	112.896	94.5117	
16	224	11.0177	112.915	94.4735	
16	241	11.0237	112.936	94.5024	
16	258	10.9696	112.99	94.5291	
16	274	10.9806	113.007	94.5342	
16	291	10.9534	113.029	94.519	
16	308	10.9333	113.073	94.5499	
16	324	10.9316	113.091	94.5234	
16	341	10.9262	113.115	94.5542	
16	358	10.9323	113.137	94.5514	
16	374	10.9215	113.163	94.5617	
16	391	10.8866	113.209	94.5892	
16	408	10.9263	113.212	94.5616	
16	424	10.9085	113.256	94.6008	
16	441	10.8971	113.288	94.57	
16	458	10.8752	113.338	94.6221	
16	474	10.9363	113.342	94.6066	
16	491	10.8991	113.401	94.6169	
16	508	10.9368	113.414	94.5853	
16	524	10.9199	113.488	94.6034	
16	541	10.9442	113.518	94.6155	
16	558	10.9525	113.549	94.6136	
16	574	10.9015	113.614	94.5849	
16	591	10.8611	113.684	94.6411	
16	608	10.9017	113.714	94.587	
16	624	10.9026	113.754	94.618	
16	641	10.8857	113.806	94.5658	
16	658	10.8867	113.858	94.5623	
16	674	10.8262	113.924	94.6022	
16	691	10.7992	113.994	94.6058	
16	708	10.8111	114.032	94.5351	
16	724	10.7277	114.118	94.6004	
16	741	10.6714	114.179	94.565	
16	758	10.7149	114.223	94.5442	
16	774	10.7024	114.28	94.5092	
16	791	10.6728	114.352	94.5518	
16	808	10.647	114.397	94.5325	
16	824	10.6544	114.452	94.4855	
16	841	10.6069	114.508	94.5058	
16	858	10.5799	114.591	94.5096	
16	874	10.5479	114.623	94.5003	
16	891	10.5115	114.699	94.5207	
16	908	10.4951	114.725	94.4739	
16	924	10.489	114.787	94.4966	
16	941	10.4342	114.836	94.5049	
16	958	10.4303	114.857	94.4668	
16	974	10.4336	114.897	94.5102	
16	991	10.3776	114.974	94.4375	
16	1008	10.3112	115.021	94.4902	
16	1024	10.3527	115.037	94.4492	
16	1041	10.3136	115.082	94.4583	
16	1058	10.3138	115.138	94.4967	
16	1074	10.259	115.144	94.5132	
16	1091	10.2752	115.174	94.4601	
16	1108	10.2619	115.226	94.5272	
16	1124	10.2942	115.265	94.5276	
16	1141	10.2654	115.319	94.5602	
16	1158	10.2667	115.317	94.5288	
16	1174	10.2299	115.323	94.5534	
16	1191	10.2619	115.344	94.5196	
16	1208	10.2846	115.345	94.5456	
16	1224	10.2595	115.374	94.5584	
16	1241	10.2392	115.393	94.5846	
16	1258	10.2694	115.392	94.5683	
16	1274	10.2392	115.425	94.5967	
16	1291	10.2528	115.429	94.5708	
16	1308	10.2616	115.438	94.6182	
16	1324	10.284	115.447	94.5815	
16	1341	10.2965	115.454	94.562	
16	1358	10.2816	115.469	94.5966	
16	1374	10.3046	115.477	94.5761	
16	1391	10.3157	115.48	94.5676	
16	1408	10.3049	115.499	94.5541	
16	1424	10.2575	115.533	94.5547	
16	1441	10.2956	115.532	94.6006	
16	1458	10.2484	115.555	94.5598	
16	1474	10.2594	115.562	94.5672	
16	1491	10.2607	115.594	94.5354	
16	1508	10.1853	115.596	94.5507	
16	1524	10.2224	115.61	94.5609	
16	1541	10.1758	115.629	94.5347	
16	1558	10.1494	115.654	94.5471	
16	1574	10.1969	115.664	94.5168	
16	1591	10.1326	115.687	94.5785	
16	1608	10.1097	115.703	94.5245	
16	1624	10.144	115.717	94.5339	
16	1641	10.1048	115.737	94.5559	
16	1658	10.1085	115.76	94.5361	
16	1674	10.1409	115.745	94.5091	
16	1691	10.0966	115.776	94.5657	
16	1708	10.1103	115.771	94.5233	
16	1724	10.1234	115.776	94.5587	
16	1741	10.1588	115.776	94.5332	
16	1758	10.1587	115.777	94.5623	
16	1774	10.1039	115.79	94.5769	
16	1791	10.1341	115.781	94.5888	
16	1808	10.1456	115.756	94.5525	
16	1824	10.1364	115.75	94.5791	
16	1841	10.1141	115.734	94.5949	
16	1858	10.104	115.714	94.5573	
16	1874	10.1005	115.682	94.5266	
16	1891	10.1077	115.646	94.4981	
16	1908	10.0872	115.613	94.4836	
16	1924	10.0752	115.549	94.4244	
16	1941	10.0657	115.489	94.4007	
16	1958	10.0461	115.428	94.3148	
16	1974	10.09	115.479	94.3517	
16	1991	10.0347	115.265	94.2224	
16	2008	10.1264	115.295	94.1432	
16	2024	10.1146	115.198	94.0527	
16	2041	10.0173	115.072	94.0192	
16	2058	9.99636	114.846	93.8723	
16	2074	9.95898	114.737	93.8012	
16	2091	9.93805	114.605	93.7325	
16	2108	9.86751	114.455	93.6203	
16	2124	9.82305	114.249	93.4219	
16	2141	9.74348	114.09	93.3278	
16	2158	9.70246	113.894	93.1699	
16	2174	9.63881	113.724	93.0406	
16	2191	9.56151	113.515	92.8955	
16	2208	9.46484	113.26	92.7392	
16	2224	9.42701	113.045	92.5456	
16	2241	9.32594	112.79	92.377	
16	2258	9.24908	112.529	92.1895	
16	2274	9.16497	112.26	92.0194	
16	2291	9.037	111.898	91.8118	
16	2308	8.86524	111.522	91.5885	
16	2324	8.77126	111.247	91.4324	
16	2341	8.64124	110.937	91.2409	
16	2358	8.52665	110.615	91.0645	
16	2374	8.38105	110.271	90.8534	
16	2391	8.20123	109.965	90.661	
16	2408	8.09827	109.511	90.4879	
16	2424	7.91369	109.177	90.3018	
16	2441	7.77606	108.776	90.105	
16	2458	7.62138	108.396	89.9066	
16	2474	7.46151	108.02	89.7276	
16	2491	7.31631	107.608	89.6061	
16	2508	7.19341	107.118	89.3514	
17	8	11.2382	115.464	90.3799	
17	-9	11.3036	115.439	90.3762	
17	24	11.2388	115.492	90.3565	
17	41	11.1697	115.536	90.3566	
17	58	11.1429	115.531	90.3245	
17	74	11.0945	115.584	90.3331	
17	91	11.0891	115.609	90.3129	
17	108	11.0868	115.622	90.3094	
17	124	11.0557	115.658	90.2873	
17	141	10.9886	115.73	90.2868	
17	158	10.9564	115.745	90.2909	
17	174	10.9613	115.815	90.3203	
17	191	10.9528	115.831	90.3029	
17	208	10.9176	115.851	90.3024	
17	224	10.9036	115.87	90.2639	
17	241	10.916	115.895	90.2952	
17	258	10.8571	115.94	90.3159	
17	274	10.8597	115.955	90.3203	
17	291	10.8256	115.973	90.3012	
17	308	10.8029	116.013	90.3296	
17	324	10.7959	116.028	90.3014	
17	341	10.7878	116.049	90.3302	
17	358	10.7906	116.068	90.3253	
17	374	10.7765	116.096	90.3357	
17	391	10.7424	116.136	90.3594	
17	408	10.7763	116.141	90.3334	
17	424	10.7621	116.178	90.3677	
17	441	10.7477	116.211	90.3365	
17	458	10.7358	116.258	90.387	
17	474	10.7882	116.26	90.37	
17	491	10.7524	116.315	90.3779	
17	508	10.7846	116.331	90.3483	
17	524	10.7719	116.399	90.3631	
17	541	10.7986	116.436	90.3796	
17	558	10.7924	116.458	90.3715	
17	574	10.7502	116.517	90.3382	
17	591	10.7264	116.583	90.3915	
17	608	10.7551	116.609	90.3356	
17	624	10.771	116.646	90.3641	
17	641	10.76	116.706	90.3184	
17	658	10.7593	116.758	90.3146	
17	674	10.7133	116.822	90.353	
17	691	10.6919	116.889	90.3542	
17	708	10.6952	116.923	90.2809	
17	724	10.6268	116.996	90.3373	
17	741	10.5755	117.058	90.3025	
17	758	10.6141	117.101	90.2815	
17	774	10.6084	117.16	90.2472	
17	791	10.5899	117.232	90.2901	
17	808	10.5552	117.292	90.278	
17	824	10.5746	117.332	90.2238	
17	841	10.5209	117.402	90.2505	
17	858	10.5127	117.467	90.2458	
17	874	10.4675	117.513	90.2406	
17	891	10.4571	117.565	90.2504	
17	908	10.4214	117.614	90.2143	
17	924	10.4388	117.653	90.2266	
17	941	10.3719	117.723	90.2444	
17	958	10.3727	117.738	90.2043	
17	974	10.3742	117.783	90.2493	
17	991	10.3277	117.866	90.1831	
17	1008	10.263	117.91	90.2308	
17	1024	10.3015	117.933	90.1958	
17	1041	10.2662	117.973	90.202	
17	1058	10.2673	118.028	90.2402	
17	1074	10.2301	118.035	90.2567	
17	1091	10.2222	118.058	90.1999	
17	1108	10.2226	118.101	90.2601	
17	1124	10.2603	118.136	90.2581	
17	1141	10.2376	118.19	90.2911	
17	1158	10.2354	118.19	90.2609	
17	1174	10.1923	118.187	90.278	
17	1191	10.2139	118.207	90.2451	
17	1208	10.2503	118.213	90.2753	
17	1224	10.2211	118.237	90.2845	
17	1241	10.2012	118.257	90.3116	
17	1258	10.2198	118.249	90.2907	
17	1274	10.1901	118.276	90.315	
17	1291	10.1973	118.276	90.2872	
17	1308	10.2039	118.28	90.3313	
17	1324	10.2165	118.289	90.2948	
17	1341	10.2197	118.291	90.2722	
17	1358	10.2018	118.302	90.3037	
17	1374	10.2149	118.31	90.2844	
17	1391	10.2179	118.309	90.2738	
17	1408	10.1981	118.325	90.2576	
17	1424	10.1473	118.352	90.2544	
17	1441	10.1758	118.351	90.2996	
17	1458	10.121	118.37	90.2565	
17	1474	10.1237	118.373	90.2613	
17	1491	10.1175	118.41	90.2341	
17	1508	10.0411	118.406	90.2441	
17	1524	10.0487	118.412	90.2495	
17	1541	10.0098	118.433	90.2247	
17	1558	9.98726	118.461	90.2389	
17	1574	10.0127	118.47	90.2085	
17	1591	9.96287	118.489	90.2669	
17	1608	9.92836	118.507	90.2141	
17	1624	9.9496	118.512	90.2169	
17	1641	9.9231	118.541	90.2448	
17	1658	9.91274	118.561	90.2229	
17	1674	9.93403	118.544	90.1951	
17	1691	9.89333	118.572	90.2491	
17	1708	9.88866	118.564	90.2054	
17	1724	9.90947	118.572	90.242	
17	1741	9.93793	118.575	90.2191	
17	1758	9.93753	118.576	90.2481	
17	1774	9.88758	118.583	90.2581	
17	1791	9.91458	118.574	90.2701	
17	1808	9.92076	118.546	90.2321	
17	1824	9.91068	118.536	90.2562	
17	1841	9.88879	118.516	90.2682	
17	1858	9.87155	118.49	90.2271	
17	1874	9.86129	118.454	90.1948	
17	1891	9.86206	118.413	90.1625	
17	1908	9.83525	118.37	90.1419	
17	1924	9.81701	118.297	90.0778	
17	1941	9.80856	118.225	90.0471	
17	1958	9.76567	118.16	89.9583	
17	1974	9.83682	118.217	90.0009	
17	1991	9.7241	117.962	89.8442	
17	2008	9.82556	117.995	89.7697	
17	2024	9.78572	117.879	89.6692	
17	2041	9.68861	117.717	89.6163	
17	2058	9.63436	117.481	89.4632	
17	2074	9.58203	117.342	89.3789	
17	2091	9.54241	117.187	89.2975	
17	2108	9.43994	117.011	89.1733	
17	2124	9.35019	116.782	88.9658	
17	2141	9.24037	116.601	88.8627	
17	2158	9.1752	116.394	88.7015	
17	2174	9.06014	116.187	88.5582	
17	2191	8.94447	115.944	88.3979	
17	2208	8.80273	115.67	88.2369	
17	2224	8.69848	115.419	88.0337	
17	2241	8.5547	115.133	87.8551	
17	2258	8.42395	114.83	87.6556	
17	2274	8.27164	114.53	87.4787	
17	2291	8.07346	114.056	87.2246	
17	2308	7.83103	113.595	86.9752	
17	2324	7.66233	113.265	86.81	
17	2341	7.47511	112.918	86.6165	
17	2358	7.29682	112.558	86.4427	
17	2374	7.11218	112.174	86.2247	
17	2391	6.87353	111.814	86.0292	
17	2408	6.72253	111.335	85.8602	
17	2424	6.47542	110.941	85.672	
17	2441	6.29639	110.504	85.4755	
17	2458	6.07822	110.072	85.2792	
17	2474	5.88264	109.68	85.1087	
17	2491	5.67891	109.23	84.9955	
17	2508	5.51203	108.729	84.7539	
18	8	10.5724	117.344	89.1562	
18	-9	10.6413	117.322	89.1563	
18	24	10.57	117.373	89.1356	
18	41	10.4967	117.414	89.1334	
18	58	10.4701	117.409	89.1005	
18	74	10.4181	117.462	89.109	
18	91	10.4086	117.485	89.0887	
18	108	10.4045	117.497	89.0843	
18	124	10.3679	117.53	89.061	
18	141	10.2901	117.601	89.0621	
18	158	10.2589	117.613	89.0618	
18	174	10.2528	117.679	89.0909	
18	191	10.2423	117.694	89.0722	
18	208	10.2019	117.707	89.0654	
18	224	10.1783	117.724	89.0277	
18	241	10.1898	117.748	89.0583	
18	258	10.1266	117.789	89.0748	
18	274	10.125	117.802	89.0791	
18	291	10.0874	117.816	89.0573	
18	308	10.062	117.854	89.0838	
18	324	10.052	117.868	89.0549	
18	341	10.041	117.887	89.082	
18	358	10.0421	117.904	89.0761	
18	374	10.0258	117.93	89.0854	
18	391	9.99109	117.968	89.1063	
18	408	10.0224	117.973	89.0818	
18	424	10.0085	118.008	89.1126	
18	441	9.99288	118.04	89.0809	
18	458	9.98192	118.085	89.1286	
18	474	10.0325	118.087	89.1123	
18	491	9.99639	118.141	89.1182	
18	508	10.0266	118.157	89.0901	
18	524	10.0133	118.223	89.1026	
18	541	10.0372	118.26	89.1201	
18	558	10.0277	118.279	89.1104	
18	574	9.99089	118.338	89.0741	
18	591	9.97023	118.402	89.1224	
18	608	9.99383	118.426	89.0673	
18	624	10.0157	118.463	89.0932	
18	641	10.0058	118.526	89.0505	
18	658	10.0045	118.577	89.047	
18	674	9.96207	118.641	89.0822	
18	691	9.94314	118.708	89.0816	
18	708	9.9447	118.74	89.0082	
18	724	9.88151	118.811	89.0573	
18	741	9.83189	118.873	89.0221	
18	758	9.86739	118.915	89.0019	
18	774	9.86334	118.974	88.9666	
18	791	9.84764	119.046	89.0077	
18	808	9.81091	119.109	88.9987	
18	824	9.83305	119.146	88.9416	
18	841	9.77859	119.218	88.9697	
18	858	9.7743	119.28	88.9604	
18	874	9.72686	119.327	88.9549	
18	891	9.72234	119.376	88.9594	
18	908	9.6816	119.428	88.9278	
18	924	9.70441	119.462	88.935	
18	941	9.63445	119.535	88.9557	
18	958	9.63741	119.551	88.9163	
18	974	9.63622	119.594	88.9601	
18	991	9.59095	119.68	88.8982	
18	1008	9.52816	119.722	88.9407	
18	1024	9.56308	119.746	88.9091	
18	1041	9.52831	119.785	88.9133	
18	1058	9.52657	119.838	88.9506	
18	1074	9.49742	119.846	88.9655	
18	1091	9.48294	119.868	88.9116	
18	1108	9.48356	119.905	88.963	
18	1124	9.52178	119.939	88.9578	
18	1141	9.49894	119.991	88.99	
18	1158	9.49564	119.992	88.9609	
18	1174	9.45387	119.987	88.9745	
18	1191	9.46696	120.004	88.9429	
18	1208	9.50493	120.01	88.973	
18	1224	9.47528	120.033	88.9809	
18	1241	9.45322	120.052	89.0081	
18	1258	9.4681	120.042	88.9861	
18	1274	9.4379	120.066	89.0073	
18	1291	9.44162	120.065	88.9796	
18	1308	9.4467	120.067	89.0215	
18	1324	9.45506	120.075	88.9866	
18	1341	9.4547	120.075	88.9634	
18	1358	9.43526	120.084	88.9931	
18	1374	9.44368	120.091	88.9758	
18	1391	9.44298	120.088	88.9651	
18	1408	9.42031	120.102	88.948	
18	1424	9.36787	120.127	88.9427	
18	1441	9.39301	120.125	88.988	
18	1458	9.3355	120.142	88.9442	
18	1474	9.33486	120.144	88.9485	
18	1491	9.32367	120.181	88.9247	
18	1508	9.2479	120.175	88.9308	
18	1524	9.24547	120.176	88.9366	
18	1541	9.20929	120.199	88.9125	
18	1558	9.18736	120.227	88.9256	
18	1574	9.20361	120.233	88.8975	
18	1591	9.15846	120.251	88.9516	
18	1608	9.12157	120.27	88.9009	
18	1624	9.13826	120.271	88.8997	
18	1641	9.11355	120.302	88.9285	
18	1658	9.09904	120.32	88.9072	
18	1674	9.11819	120.303	88.8804	
18	1691	9.07813	120.33	88.9319	
18	1708	9.06856	120.321	88.8896	
18	1724	9.08948	120.328	88.925	
18	1741	9.11457	120.331	88.9044	
18	1758	9.11372	120.331	88.9329	
18	1774	9.0661	120.337	88.939	
18	1791	9.09155	120.327	88.9516	
18	1808	9.09619	120.298	88.9131	
18	1824	9.0856	120.287	88.9351	
18	1841	9.06433	120.265	88.9443	
18	1858	9.04517	120.238	88.9015	
18	1874	9.03216	120.2	88.8691	
18	1891	9.03163	120.157	88.8348	
18	1908	9.00303	120.111	88.8113	
18	1924	8.98228	120.036	88.7447	
18	1941	8.97403	119.96	88.711	
18	1958	8.92389	119.892	88.622	
18	1974	8.98888	119.942	88.6605	
18	1991	8.8734	119.681	88.4956	
18	2008	8.9627	119.706	88.4193	
18	2024	8.91176	119.581	88.3157	
18	2041	8.81765	119.413	88.2544	
18	2058	8.75952	119.177	88.102	
18	2074	8.69546	119.026	88.0115	
18	2091	8.64796	118.861	87.9234	
18	2108	8.53508	118.676	87.795	
18	2124	8.43084	118.439	87.5861	
18	2141	8.30737	118.248	87.4802	
18	2158	8.23027	118.033	87.3178	
18	2174	8.09397	117.81	87.1697	
18	2191	7.96605	117.554	87.0022	
18	2208	7.80681	117.27	86.8402	
18	2224	7.67505	117	86.6352	
18	2241	7.51144	116.697	86.4519	
18	2258	7.35752	116.375	86.248	
18	2274	7.17778	116.054	86.0674	
18	2291	6.9619	115.543	85.7833	
18	2308	6.6961	115.052	85.5194	
18	2324	6.49075	114.688	85.3494	
18	2341	6.27641	114.32	85.1568	
18	2358	6.06369	113.935	84.9894	
18	2374	5.85823	113.528	84.767	
18	2391	5.5877	113.138	84.5735	
18	2408	5.41408	112.643	84.41	
18	2424	5.13462	112.217	84.2244	
18	2441	4.9313	111.756	84.0304	
18	2458	4.68111	111.292	83.8389	
18	2474	4.45995	110.88	83.6774	
18	2491	4.22744	110.405	83.5738	
18	2508	4.03621	109.887	83.3448	
19	8	7.99639	121.597	88.5272	
19	-9	8.07231	121.58	88.5357	
19	24	7.98663	121.623	88.5108	
19	41	7.90761	121.66	88.5047	
19	58	7.88044	121.654	88.4696	
19	74	7.8163	121.698	88.4751	
19	91	7.79782	121.716	88.4544	
19	108	7.78588	121.723	88.4455	
19	124	7.74193	121.751	88.4213	
19	141	7.64504	121.812	88.4251	
19	158	7.61341	121.821	88.4145	
19	174	7.58252	121.871	88.4433	
19	191	7.56312	121.879	88.4186	
19	208	7.51959	121.889	88.4025	
19	224	7.48108	121.896	88.3688	
19	241	7.48541	121.915	88.3956	
19	258	7.41201	121.947	88.4024	
19	274	7.40216	121.956	88.4072	
19	291	7.35841	121.965	88.3797	
19	308	7.32651	121.998	88.4013	
19	324	7.31044	122.008	88.3714	
19	341	7.29266	122.021	88.394	
19	358	7.29022	122.037	88.3863	
19	374	7.26889	122.06	88.3913	
19	391	7.23162	122.094	88.4053	
19	408	7.25871	122.098	88.3846	
19	424	7.24363	122.13	88.4066	
19	441	7.22576	122.161	88.3729	
19	458	7.21097	122.202	88.4118	
19	474	7.26215	122.206	88.3984	
19	491	7.22394	122.257	88.3993	
19	508	7.25193	122.273	88.3751	
19	524	7.23216	122.333	88.3813	
19	541	7.24715	122.365	88.3983	
19	558	7.23673	122.384	88.3871	
19	574	7.2118	122.448	88.3458	
19	591	7.18826	122.508	88.3775	
19	608	7.20347	122.527	88.3264	
19	624	7.23548	122.569	88.3461	
19	641	7.22509	122.633	88.3091	
19	658	7.22332	122.683	88.3078	
19	674	7.18092	122.744	88.3329	
19	691	7.16728	122.813	88.3298	
19	708	7.16827	122.845	88.2576	
19	724	7.11164	122.915	88.2897	
19	741	7.06375	122.978	88.2533	
19	758	7.0922	123.015	88.2358	
19	774	7.08841	123.073	88.197	
19	791	7.07296	123.143	88.2324	
19	808	7.0337	123.206	88.2268	
19	824	7.058	123.241	88.1677	
19	841	7.00269	123.315	88.1941	
19	858	6.99971	123.372	88.1776	
19	874	6.95016	123.419	88.1659	
19	891	6.95012	123.466	88.1626	
19	908	6.90193	123.517	88.1361	
19	924	6.92928	123.55	88.1361	
19	941	6.85363	123.621	88.1579	
19	958	6.86154	123.64	88.1227	
19	974	6.85035	123.675	88.16	
19	991	6.80495	123.762	88.1099	
19	1008	6.74355	123.802	88.1373	
19	1024	6.76772	123.82	88.1121	
19	1041	6.73162	123.857	88.1112	
19	1058	6.71867	123.901	88.1446	
19	1074	6.70346	123.918	88.1542	
19	1091	6.68739	123.942	88.1142	
19	1108	6.67715	123.966	88.1393	
19	1124	6.71247	123.995	88.1246	
19	1141	6.68547	124.044	88.1549	
19	1158	6.68051	124.044	88.1275	
19	1174	6.64744	124.044	88.1358	
19	1191	6.64079	124.049	88.107	
19	1208	6.67348	124.051	88.1323	
19	1224	6.6454	124.074	88.1395	
19	1241	6.61684	124.089	88.1662	
19	1258	6.62717	124.076	88.1426	
19	1274	6.59532	124.097	88.1565	
19	1291	6.59267	124.093	88.1298	
19	1308	6.59434	124.091	88.1662	
19	1324	6.59618	124.096	88.1365	
19	1341	6.5908	124.094	88.1126	
19	1358	6.56854	124.1	88.1377	
19	1374	6.56893	124.104	88.126	
19	1391	6.56232	124.097	88.1161	
19	1408	6.53638	124.109	88.0972	
19	1424	6.48084	124.132	88.0871	
19	1441	6.50104	124.127	88.1326	
19	1458	6.43985	124.142	88.0877	
19	1474	6.4344	124.14	88.0914	
19	1491	6.41093	124.171	88.0751	
19	1508	6.33833	124.165	88.0716	
19	1524	6.3233	124.16	88.0814	
19	1541	6.2916	124.186	88.0587	
19	1558	6.26657	124.211	88.0658	
19	1574	6.26925	124.21	88.045	
19	1591	6.22861	124.228	88.0873	
19	1608	6.19104	124.248	88.0427	
19	1624	6.19915	124.241	88.032	
19	1641	6.17183	124.27	88.0591	
19	1658	6.15309	124.286	88.041	
19	1674	6.1724	124.27	88.018	
19	1691	6.13216	124.295	88.0631	
19	1708	6.12006	124.287	88.0268	
19	1724	6.13448	124.287	88.0559	
19	1741	6.15317	124.287	88.0411	
19	1758	6.15079	124.286	88.0679	
19	1774	6.10662	124.292	88.0644	
19	1791	6.12949	124.281	88.0788	
19	1808	6.13278	124.25	88.0402	
19	1824	6.12063	124.237	88.057	
19	1841	6.10067	124.213	88.0602	
19	1858	6.08	124.184	88.0153	
19	1874	6.06277	124.143	87.9846	
19	1891	6.06212	124.098	87.948	
19	1908	6.03168	124.048	87.9206	
19	1924	6.00593	123.966	87.8512	
19	1941	5.99898	123.888	87.8151	
19	1958	5.93954	123.812	87.7284	
19	1974	5.96337	123.825	87.748	
19	1991	5.87801	123.586	87.579	
19	2008	5.92058	123.571	87.4914	
19	2024	5.85114	123.43	87.3863	
19	2041	5.77095	123.266	87.3163	
19	2058	5.72162	123.037	87.1734	
19	2074	5.6305	122.859	87.0742	
19	2091	5.56787	122.676	86.9739	
19	2108	5.44282	122.479	86.8436	
19	2124	5.32385	122.228	86.6411	
19	2141	5.17567	122.016	86.532	
19	2158	5.07724	121.782	86.3717	
19	2174	4.90606	121.524	86.2221	
19	2191	4.76632	121.252	86.0468	
19	2208	4.58211	120.946	85.8891	
19	2224	4.40836	120.639	85.6889	
19	2241	4.21142	120.302	85.5009	
19	2258	4.02205	119.945	85.295	
19	2274	3.79919	119.58	85.1124	
19	2291	3.57889	119.043	84.7704	
19	2308	3.29545	118.524	84.4867	
19	2324	3.02353	118.09	84.3109	
19	2341	2.76543	117.677	84.1283	
19	2358	2.49288	117.232	83.9876	
19	2374	2.25308	116.782	83.7615	
19	2391	1.93063	116.335	83.584	
19	2408	1.72518	115.806	83.4419	
19	2424	1.39234	115.321	83.2685	
19	2441	1.1469	114.81	83.0866	
19	2458	0.843914	114.287	82.9102	
